"","target","bat_h","bat_2b","bat_hr","bat_bb","bat_so","bat_hbp","p_h","p_hr","p_bb","p_so","f_dp","bat_3b^0.39","bas_sb^0.24","bas_cs^0.23","f_e^-0.76","bat_1b","total_bases","saber"
"1248",51,1261,203,20,304,547,51,1491,24,359,647,102,11.9629058734998,9.95474359663845,9.35333278084877,1.30591661338064,1026.0370941265,1547.925811747,698.690404215895
"1249",69,1203,207,24,320,711,43,1291,26,343,863,82,11.1244573836429,10.4979180493972,9.73503293147186,1.30715683816278,960.875542616357,1504.24891476729,680.361810627744
"1250",59,1274,156,28,330,450,51,1376,30,356,593,84,10.9019059535242,11.7283846677881,10.3085243091116,1.30525461102831,1079.09809404648,1535.80381190705,705.522070704312
"1251",53,1334,144,13,418,668,51,1431,14,448,572,74,10.2784475664485,11.5246883423968,10.3085243091116,1.30679184976913,1166.72155243355,1537.5568951329,701.264553815057
"1252",45,1185,159,10,342,775,43,1263,11,365,768,107,8.668395196373,9.72740801660869,6.1716709366244,1.30539168628554,1007.33160480363,1391.33679039275,629.120895835294
"1253",71,1261,156,10,482,635,56,1353,11,517,740,106,9.15066725994239,10.9671436496864,10.0670429266785,1.30468089541988,1085.84933274006,1465.30133451988,666.594019330217
"1254",67,1376,167,17,490,474,42,1447,18,515,562,95,9.86350865057982,11.3124441563105,10.3085243091116,1.30640703443624,1182.13649134942,1613.72701730116,737.460219598586
"1255",97,1383,215,21,503,560,51,1474,22,536,906,98,12.4189936750864,12.3090578667051,10.3252680215769,1.30620665457288,1134.58100632491,1685.83798735017,765.433737036453
"1256",95,1348,164,20,463,626,51,1418,21,487,659,128,11.9629058734998,12.4447450674349,9.79221490019956,1.30432607924217,1152.0370941265,1595.925811747,730.247804930874
"1257",85,1310,185,19,494,673,43,1378,20,520,708,122,11.9629058734998,11.3951413686559,9.79221490019956,1.30373540961853,1094.0370941265,1575.925811747,718.090430050443
"1258",90,1297,161,13,485,573,42,1373,14,514,607,107,11.8959051597875,10.8034456096229,8.48646914141573,1.30247905144562,1111.10409484021,1520.79181031958,692.53889500435
"1259",80,1311,180,13,566,632,56,1388,14,599,669,126,10.4387031201668,10.7849105016141,8.32566699914428,1.30260679553131,1107.56129687983,1550.87740624033,705.989110065872
"1260",78,1311,183,4,529,608,51,1388,4,560,644,134,11.1974000550293,10.3982640802273,8.74028261582852,1.30379087659508,1112.80259994497,1528.39480011006,688.911766195109
"1261",91,1448,197,5,476,457,51,1833,6,602,578,120,10.2784475664485,10.3374411074871,8.09995835153016,1.30482828325233,1235.72155243355,1680.5568951329,756.469481548132
"1262",65,1433,205,28,481,591,51,1658,32,557,684,100,11.1244573836429,10.150059781981,7.21425329917816,1.30362336567603,1188.87554261636,1744.24891476729,797.696961605473
"1263",72,1626,248,38,461,579,56,1733,41,491,617,101,12.0294280582211,10.3169898030969,8.74028261582852,1.30266998610447,1327.97057194178,2012.05885611644,919.483193982071
"1264",85,1554,254,44,489,500,42,1645,47,518,529,162,13.0352521634877,9.0480276857247,7.17674971378503,1.30273272909934,1242.96474783651,1966.07050432698,900.123778003644
"1265",73,1467,241,47,482,465,51,1543,49,507,489,169,11.6229285572275,8.49558989031001,6.64697460985315,1.30006818602755,1167.37707144277,1872.24585711446,860.25253077856
"1266",79,1520,237,28,563,474,56,1609,30,596,502,193,12.7933702907802,8.76641568766216,7.21425329917816,1.30124063467935,1242.20662970922,1866.58674058156,850.556940810653
"1267",97,1639,268,23,540,412,51,1724,24,568,433,157,12.4824017999904,9.12898489045195,7.92115399414126,1.29711038577767,1335.51759820001,2000.96480359998,904.946463838085
"1268",103,1692,269,60,572,458,43,1815,64,614,491,178,11.3415038921322,9.70402964628494,7.98172977525757,1.297646061926,1351.65849610787,2163.68300778426,999.521539746584
"1269",87,1647,264,46,599,399,51,1779,50,647,431,139,13.2128954525421,9.41344553231164,8.04131918839688,1.29901936797971,1323.78710454746,2075.42579090508,952.627195107263
"1270",89,1629,282,31,524,378,43,1714,33,551,398,131,12.4189936750864,9.60927154628049,6.5573797411403,1.29946953467403,1303.58100632491,2028.83798735017,919.314110787376
"1271",79,1588,291,42,506,410,43,1670,44,532,431,154,12.7933702907802,8.99318854413911,6.86079682587108,1.29805663776097,1242.20662970922,2030.58674058156,923.121023391169
"1272",76,1540,260,51,593,426,42,1641,54,632,454,166,10.9019059535242,8.27178051250525,6.98277541121483,1.29946953467403,1218.09809404648,1974.80381190705,909.118925281079
"1273",99,1704,316,60,565,461,51,1793,63,594,485,158,13.0948160728848,8.70774835593455,7.17674971378503,1.29507531786407,1314.90518392712,2226.18963214577,1019.05918548701
"1274",97,1670,324,52,506,483,42,1757,55,532,508,156,12.7933702907802,7.70719590211276,7.06170159795712,1.29309683708796,1281.20662970922,2175.58674058156,989.295596388165
"1275",98,1646,319,64,531,465,51,1732,67,559,489,165,13.2128954525421,7.63046800657968,6.27258366478024,1.29001554218328,1249.78710454746,2183.42579090508,999.031905311701
"1276",106,1690,299,64,574,421,51,1801,68,612,449,159,12.4189936750864,7.43155257914948,6.46523485045123,1.29198015519987,1314.58100632491,2205.83798735017,1014.88283057065
"1277",70,1611,296,54,608,476,43,1717,58,648,507,178,11.2697446305722,6.55845017062523,6.06738871994857,1.29619671366035,1249.73025536943,2091.53948926114,958.559989346548
"1278",71,1685,270,34,631,430,43,1784,36,668,455,197,12.9753314087767,6.90535699608211,5.73144033818381,1.29721959807168,1368.02466859122,2082.95066281755,950.103172756498
"1279",77,1651,259,50,626,533,56,1748,53,663,564,192,12.2262113464022,7.2644252133865,5.6105896627489,1.29711038577767,1329.7737886536,2084.4524226928,960.502087220403
"1280",80,1719,298,91,615,407,56,1844,98,660,437,192,11.4126901844608,7.47218674771747,5.79008038380534,1.29835469307607,1318.58730981554,2312.82538036892,1077.19849125527
"1281",69,1581,265,47,583,490,56,1685,50,621,522,178,11.8959051597875,8.52657805251546,6.32185251311788,1.30063295278718,1257.10409484021,2010.79181031958,922.766898461728
"1282",67,1528,280,55,492,530,51,1607,58,518,558,175,10.9019059535242,8.49558989031001,5.90404728706699,1.29929181610734,1182.09809404648,1994.80381190705,914.319343093478
"1283",74,1580,270,55,494,513,56,1662,58,520,540,178,11.8959051597875,7.96428209857372,5.67162849756961,1.29892694300474,1243.10409484021,2038.79181031958,936.671661530755
"1284",67,1463,240,43,623,575,43,1570,46,668,617,143,9.51529089639493,8.67810068090429,5.21491068822586,1.30208453766882,1170.48470910361,1851.03058179279,852.344768947316
"1285",89,1406,259,50,641,613,42,1489,53,679,649,154,9.51529089639493,9.84250684279409,6.69086526413868,1.29815690740986,1087.48470910361,1834.03058179279,843.95859647805
"1286",67,1458,196,35,494,502,51,1534,37,520,528,164,8.668395196373,9.46322484045369,6.86079682587108,1.30145888183233,1218.33160480363,1776.33679039275,818.732429845375
"1287",92,1446,207,28,573,514,43,1521,29,603,541,130,10.5959358208692,8.99318854413911,7.10048481571848,1.2984522353271,1200.40406417913,1758.19187164174,806.016692626734
"1288",67,1298,196,44,552,562,42,1365,46,581,591,159,9.24347446260256,6.85784359256521,6.5116364481651,1.29309683708796,1048.7565255374,1644.48694892521,762.682233961643
"1289",59,1318,215,33,601,606,42,1396,35,636,642,152,11.5533911761455,7.85618871317094,6.37036688048799,1.29507531786407,1058.44660882385,1655.10678235229,759.372478459114
"1290",53,1399,218,85,624,521,51,1472,89,656,548,177,8.56798633634651,6.45262449091941,5.48458887342707,1.29583457398412,1087.43201366365,1889.13597267269,891.653021413939
"1291",70,1436,200,80,706,637,56,1511,84,743,670,190,9.77788709196816,6.23055716035421,4.83709662986251,1.29666266446018,1146.22211290803,1895.55577418394,897.871941621407
"1292",65,1472,255,57,589,542,51,1548,60,620,570,156,8.96152998078935,6.39845819455907,5.79008038380534,1.29571134071905,1151.03847001921,1915.92305996158,885.493583721378
"1293",81,1443,245,74,635,644,51,1538,79,677,686,184,9.77788709196816,7.43155257914948,5.67162849756961,1.28942856088394,1114.22211290803,1929.55577418394,900.960871000953
"1294",69,1359,198,85,642,756,51,1430,89,675,795,181,11.1244573836429,5.93041444710285,4.4920518502359,1.2923089243385,1064.87554261636,1834.24891476729,869.020853728259
"1295",56,1343,187,84,566,688,43,1413,88,595,724,179,9.86350865057982,4.9841060692956,5.41949379092621,1.29494398463407,1062.13649134942,1801.72701730116,854.718628787647
"1296",62,1370,208,118,726,923,51,1441,124,764,971,182,10.5176879208158,5.93041444710285,5.54826445502029,1.29677625944141,1033.48231207918,1953.03537584163,935.083729515776
"1297",64,1304,169,127,502,790,42,1372,134,528,831,171,8.25793736328901,4.71597444089028,5.95946694059038,1.28860727207457,999.742062636711,1870.51587472658,904.270473444997
"1298",66,1268,182,171,544,927,51,1334,180,572,975,147,7.59235194689354,6.76086056752783,5.54826445502029,1.29595653361097,907.407648053106,1978.18470389379,962.22907797039
"1299",77,1350,216,155,614,929,56,1420,163,646,977,167,8.76742318008936,6.80968502753102,6.06738871994857,1.29643203987328,970.232576819911,2048.53484636018,986.025873174637
"1300",71,1370,218,169,604,851,43,1387,171,612,862,152,8.36281450726582,6.45262449091941,6.01390097018055,1.29666266446018,974.637185492734,2111.72562901453,1018.89756541983
"1301",91,1445,215,185,649,823,43,1445,185,649,823,173,8.15145038144351,5.52912255859124,4.30101219890416,1.28962688347427,1036.84854961856,2231.30290076289,1082.41589699379
"1302",92,1417,224,226,550,918,56,1426,227,553,924,141,7.70799248689177,5.45697691754388,3.62189515947617,1.29247031988558,959.292007513108,2334.41598497378,1133.31132163602
"1303",79,1413,227,221,553,1019,69,1413,221,553,1019,131,8.86511934426502,6.3434143978962,4.4920518502359,1.29247031988558,956.134880655735,2320.73023868853,1124.49606799602
"1304",89,1341,219,144,513,844,79,1341,144,513,844,118,7.47462018216802,7.34893098064556,5.90404728706699,1.29147146500136,970.525379817832,2006.94924036434,962.024597660585
"1305",91,1309,216,131,512,976,69,1309,131,512,976,123,9.05669882767857,6.80968502753102,5.6105896627489,1.29020598959399,952.943301172322,1936.11339765536,924.649688705065
"1306",79,1274,207,105,445,966,61,1274,105,445,966,117,8.36281450726582,8.46436442415961,6.5116364481651,1.29595653361097,953.637185492734,1812.72562901453,860.159291945405
"1307",97,1520,246,163,599,906,56,1520,163,599,906,177,7.35469423572852,8.96550079628325,7.17674971378503,1.29324887555648,1103.64530576427,2269.70938847146,1089.37250382372
"1308",98,1438,230,153,501,905,72,1438,153,501,905,130,8.36281450726582,6.90535699608211,6.4181527805423,1.28839463723263,1046.63718549273,2143.72562901453,1027.59870421122
"1309",75,1424,199,117,518,857,50,1442,118,524,868,136,7.2324626715183,7.34893098064556,6.06738871994857,1.28728418381546,1100.76753732848,1988.46492534304,952.364574230887
"1310",81,1343,191,98,503,952,65,1413,103,529,1001,140,7.47462018216802,6.85784359256521,5.95946694059038,1.29558681281442,1046.52537981783,1842.94924036434,878.084707486586
"1311",81,1521,240,120,598,954,58,1521,120,598,954,147,8.668395196373,8.10390834805924,6.11996713095119,1.29147146500136,1152.33160480363,2138.33679039275,1016.53704520394
"1312",82,1530,190,111,520,791,67,1530,111,520,791,164,7.93337441846182,7.63046800657968,6.06738871994857,1.29339914479984,1221.06662558154,2068.86674883692,990.934495332691
"1313",77,1525,219,123,574,760,51,1554,125,585,774,150,6.98058841011198,7.96428209857372,6.27258366478024,1.29619671366035,1176.01941158989,2126.96117682022,1017.33033915488
"1314",85,1526,222,81,550,714,43,1526,81,550,714,182,9.33515758785391,9.75066493707712,7.36031150390431,1.29619671366035,1213.66484241215,2009.67031517571,945.067695638377
"1315",85,1598,275,124,566,759,56,1608,125,570,764,185,10.115010633361,8.70774835593455,6.98277541121483,1.29247031988558,1188.88498936664,2265.23002126672,1069.32240708233
"1316",77,1477,254,100,439,707,56,1486,101,442,711,193,8.86511934426502,7.13390600864588,6.11996713095119,1.29278731997368,1114.13488065574,2048.73023868853,961.347267268735
"1317",61,1314,218,70,409,739,43,1953,104,608,1098,153,9.60380644556846,6.61016803789649,5.79008038380534,1.29129759333753,1016.39619355443,1761.20761289114,820.958966093454
"1318",60,1427,234,148,474,887,49,1427,148,474,887,162,8.668395196373,5.86693457017965,5.35290437900384,1.28396750030445,1036.33160480363,2122.33679039275,1014.44799628331
"1319",70,1463,280,141,467,802,72,1463,141,467,802,170,8.36281450726582,6.23055716035421,5.06986743358442,1.28728418381546,1033.63718549273,2182.72562901453,1030.51434771453
"1320",81,1473,259,114,437,735,66,1473,114,437,735,134,7.47462018216802,5.93041444710285,5.14332179167555,1.28773811031432,1092.52537981783,2088.94924036434,984.14972050443
"1321",85,1422,258,196,523,898,67,1422,196,523,898,147,7.70799248689177,8.90957518668766,6.98277541121483,1.28186502007343,960.292007513108,2283.41598497378,1094.93000514347
"1322",91,1508,294,151,528,832,56,1508,151,528,832,155,7.2324626715183,8.73718554460164,6.90195273040041,1.27632913505834,1055.76753732848,2269.46492534304,1072.86415775494
"1323",80,1542,278,117,478,743,51,1542,117,478,743,141,7.70799248689177,8.85289695653001,6.46523485045123,1.28452366193919,1139.29200751311,2186.41598497378,1028.1685454851
"1324",74,1458,281,100,445,749,43,1458,100,445,749,161,8.15145038144351,8.40118439118763,6.46523485045123,1.28279739944361,1068.84854961856,2055.30290076289,958.529015840867
"1325",95,1557,270,140,526,747,69,1557,140,526,747,161,8.4661445445662,8.73718554460164,7.10048481571848,1.28054095771707,1138.53385545543,2263.93228908913,1073.90599068165
"1326",90,1544,275,104,527,834,67,1544,104,527,834,155,6.71789429886359,9.18211792785433,7.32437126958854,1.28054095771707,1158.28210570114,2144.43578859773,1006.30835309955
"1327",71,1480,261,121,493,850,45,1480,121,493,850,160,6.71789429886359,7.96428209857372,6.7341759013112,1.28249206525661,1091.28210570114,2117.43578859773,1000.59832066054
"1328",76,1566,343,148,515,910,43,1518,212,738,1305,142,7.47462018216802,9.48790433887406,5.95946694059038,1.28479495145641,1067.52537981783,2367.94924036434,1107.21691962678
"1329",63,1573,304,135,530,1031,56,1770,152,596,1160,159,8.04328659940716,9.0480276857247,6.94260766390674,1.28608791789338,1125.95671340059,2298.08657319881,1080.96081395237
"1330",78,1633,332,118,576,958,42,1633,118,576,958,142,8.96152998078935,9.6805283418331,6.46523485045123,1.28054095771707,1174.03847001921,2336.92305996158,1089.20552760509
"1331",68,1522,305,132,495,1121,51,1522,132,495,1121,170,8.25793736328901,9.86517782467099,6.4181527805423,1.28249206525661,1076.74206263671,2239.51587472658,1050.60041347176
"1332",70,1499,285,115,506,915,35,1499,115,506,915,135,7.35469423572852,8.88133161950301,6.5116364481651,1.28479495145641,1091.64530576427,2143.70938847146,1005.78863706246
"1333",69,1516,325,116,556,1021,35,1516,116,556,1021,155,9.15066725994239,8.20547893003567,6.06738871994857,1.28309747161603,1065.84933274006,2207.30133451989,1026.70937564926
"1334",85,1514,328,164,495,1083,64,1514,164,495,1083,121,8.04328659940716,9.75066493707712,7.06170159795712,1.28479495145641,1013.95671340059,2350.08657319881,1104.06795195719
"1335",95,1527,350,168,475,1096,56,1536,169,478,1103,125,7.82163714729927,7.81947752870922,6.86079682587108,1.2720776185355,1001.1783628527,2396.6432742946,1121.15354635952
"1336",90,1567,318,155,512,1027,63,1567,155,512,1027,114,8.76742318008936,8.3370023302732,6.01390097018055,1.27796875782682,1085.23257681991,2367.53484636018,1114.36508602535
"1337",92,1494,310,191,513,982,64,1494,191,513,982,158,6.30059943216861,8.99318854413911,6.11996713095119,1.28279739944361,986.699400567831,2389.60119886434,1133.10987643886
"1338",83,1441,269,134,485,978,59,1441,134,485,978,171,7.35469423572852,8.58785895098205,6.01390097018055,1.28309747161603,1030.64530576427,2126.70938847146,1005.401817639
"1339",96,1608,275,143,490,872,50,1608,143,490,872,135,7.59235194689354,8.55733306044444,5.90404728706699,1.27675188012574,1182.40764805311,2327.18470389379,1104.115616434
"1340",95,1494,261,59,482,513,51,1518,266,536.5,803,86,10.7502917703184,11.07329799318,8.48646914141573,1.31155880142868,1163.24970822968,1953.50058354064,900.059075615641
"1341",41,1490,176,5,186,578,69,1518,14,502,1561,86,9.60380644556846,14.7696419603752,9.79221490019956,1.29412504909297,1299.39619355443,1700.20761289114,761.079847533096
"1342",108,1188,338,1e-06,270,945,43,1518,1e-06,536.5,803,218,-2.5475564203551,14.4394598553125,8.04131918839688,1.31404246689786,852.547555420355,1520.90489015929,657.486598618566
"1343",93,1561,244,35,498,679,51,1653,37,527,719,120,12.6079829981772,12.2676680550182,9.79221490019956,1.305067990455,1269.39201700182,1935.21596599635,883.498562729408
"1344",85,1367,224,18,467,586,43,1457,19,498,625,132,11.9629058734998,10.7849105016141,10.0670429266785,1.30315980495211,1113.0370941265,1668.925811747,753.953929461678
"1345",24,1289,145,7,45,1e-06,69,1518,24,536.5,1e-06,83,8.36281450726582,15.7197592278163,10.1894733603566,1.29412504909297,1128.63718549273,1471.72562901453,658.509477395365
"1346",79,1450,211,5,162,74,69,1518,25,795,363,154,13.0948160728848,11.3124441563105,8.48646914141573,1.29412504909297,1220.90518392712,1702.18963214577,756.460390096627
"1347",102,1450,258,12,165,156,69,1518,36,495,468,115,8.15145038144351,10.2342752853761,6.90195273040041,1.29412504909297,1171.84854961856,1760.30290076289,782.270575553939
"1348",89,1450,205,15,128,67,69,1518,46,391,205,81,14.3248919373043,6.3434143978962,3.74897836708695,1.29412504909297,1215.6751080627,1728.64978387461,774.335071183686
"1349",105,1767,249,20,95,1e-06,56,1518,50,536.5,1e-06,83,11.4126901844608,11.789461231501,9.63795405164364,1.29412504909297,1486.58730981554,2098.82538036892,941.40318184226
"1350",71,1491,200,17,50,1e-06,56,1518,41,536.5,1e-06,83,9.86350865057982,14.7696419603752,8.04131918839688,1.29412504909297,1264.13649134942,1761.72701730116,790.727668286828
"1351",92,1723,252,82,601,450,43,1518,101,743,556,121,14.0577031354126,12.2259524758853,10.3085243091116,1.31208804894383,1374.94229686459,2249.11540627083,1051.81423320632
"1352",41,1334,168,141,624,1003,43,1351,143,632,1016,169,8.36281450726582,7.04421901542249,6.27258366478024,1.30023287128897,1016.63718549273,1941.72562901453,944.426606719876
"1353",51,1168,156,96,457,1078,58,1168,96,457,1078,151,7.70799248689177,6.05377425606717,6.4181527805423,1.29981595337557,908.292007513108,1627.41598497378,780.874739822174
"1354",50,1202,203,107,392,1129,79,1202,107,392,1129,153,6.71789429886359,5.15012572581081,5.90404728706699,1.29583457398412,885.282105701136,1739.43578859773,825.832286240699
"1355",66,1294,188,99,449,998,64,1302,100,452,1004,172,7.70799248689177,6.80968502753102,6.11996713095119,1.29467700020091,999.292007513108,1794.41598497378,854.647384779217
"1356",61,1288,178,83,362,981,84,1288,83,362,981,147,6.15447619721736,6.95224497580954,6.01390097018055,1.29426535034773,1020.84552380278,1727.30895239443,818.619874253047
"1357",73,1252,178,81,379,1203,72,1252,81,379,1203,142,7.10780457688447,7.55215761892752,6.06738871994857,1.29039392061503,985.892195423115,1687.21560915377,798.704610627966
"1358",100,1311,184,109,527,1089,72,1311,109,527,1089,146,8.36281450726582,7.30691985294074,5.95946694059038,1.28817894538894,1009.63718549273,1838.72562901453,880.898644050493
"1359",83,1358,211,120,684,1062,50,1358,120,684,1062,136,8.4661445445662,9.0480276857247,6.5116364481651,1.28860727207457,1018.53385545543,1945.93228908913,931.656037326302
"1360",86,1198,182,109,612,1028,57,1244,113,636,1068,127,7.35469423572852,6.17266975527516,5.95946694059038,1.28773811031432,899.645305764271,1721.70938847146,826.331353741727
"1361",83,1353,199,86,543,810,59,1361,87,546,815,141,6.30059943216861,5.06827713445598,4.4920518502359,1.28922749920218,1061.69940056783,1822.60119886434,863.883788010083
"1362",71,1286,183,96,597,735,73,1286,96,597,735,150,6.00442897728118,6.17266975527516,4.58258347960868,1.29440409134827,1000.99557102272,1769.00885795456,846.098367885684
"1363",82,1430,217,101,501,805,58,1430,101,501,805,144,7.59235194689354,5.45697691754388,4.83709662986251,1.29339914479984,1104.40764805311,1965.18470389379,931.713743600079
"1364",86,1334,198,102,561,797,59,1334,102,561,797,116,7.59235194689354,7.30691985294074,6.69086526413868,1.29001554218328,1026.40764805311,1853.18470389379,883.542180691727
"1365",64,1319,227,88,529,887,59,1319,88,529,887,132,7.10780457688447,8.46436442415961,7.56851649100132,1.29057938704349,996.892195423115,1824.21560915377,858.302370627651
"1366",66,1332,227,86,549,829,42,1332,86,549,829,160,8.96152998078935,8.52657805251546,7.43109698637498,1.29020598959399,1010.03847001921,1834.92305996158,862.354132877704
"1367",63,1399,255,74,498,817,51,1399,74,498,817,168,8.36281450726582,9.48790433887406,7.50047784951941,1.29164315426122,1061.63718549273,1892.72562901453,879.264710715801
"1368",67,1407,218,61,501,840,51,1407,61,501,840,132,8.36281450726582,10.0207790621785,8.12893231762797,1.29383965427457,1119.63718549273,1824.72562901453,849.886281414764
"1369",64,1365,214,90,478,948,43,1518,142,752,1491,140,9.69132887728342,10.1073690613529,7.02246917279332,1.29946953467403,1051.30867112272,1868.38265775457,881.068929283156
"1370",65,1361,227,97,456,1005,49,1361,97,456,1005,134,6.58208692528715,9.53685206820628,6.69086526413868,1.29654793061219,1030.41791307471,1892.16417385057,892.680338060866
"1371",90,1400,235,107,500,1001,54,1400,107,500,1001,154,6.44305863238608,9.81972142724818,6.5116364481651,1.28962688347427,1051.55694136761,1968.88611726477,931.505953302058
"1372",98,1425,239,134,546,872,54,1425,134,546,872,138,7.70799248689177,9.02069661164102,6.46523485045123,1.28657737877476,1044.29200751311,2081.41598497378,991.92159218212
"1373",108,1462,261,148,631,968,40,1462,148,631,968,145,7.2324626715183,9.0480276857247,6.22253283853235,1.29129759333753,1045.76753732848,2181.46492534304,1039.52050459483
"1374",92,1499,287,192,592,1012,67,1499,192,592,1012,137,7.59235194689354,10.0425803986862,6.27258366478024,1.29112149541025,1012.40764805311,2377.18470389379,1134.34533302701
"1375",101,1404,254,154,551,853,64,1422,156,558,864,129,6.30059943216861,9.65690259030618,6.4181527805423,1.28681654518169,989.699400567831,2132.60119886434,1017.39407114772
"1376",87,1351,280,147,504,934,63,1351,147,504,934,110,5.85016653233442,10.0207790621785,6.46523485045123,1.2923089243385,918.149833467666,2083.70033306467,984.0210409294
"1377",91,1410,278,172,536,851,71,1410,172,536,851,107,5.85016653233442,8.82426816561622,5.35290437900384,1.29020598959399,954.149833467666,2215.70033306467,1054.06045398417
"1378",77,1313,252,118,582,794,42,1321,119,586,799,113,6.30059943216861,9.93251731767779,7.17674971378503,1.2923089243385,936.699400567831,1931.60119886434,912.845716248199
"1379",72,1254,259,93,572,956,35,1254,93,572,956,134,5.18369954550798,9.33769751358103,6.4181527805423,1.28681654518169,896.816300454492,1802.36739909102,842.774593346723
"1380",59,1350,228,158,448,879,57,1350,158,448,879,143,7.93337441846182,7.81947752870922,6.32185251311788,1.29412504909297,956.066625581538,2067.86674883692,990.598520260516
"1381",79,1385,235,168,482,1157,56,1986,241,691,803,161,7.10780457688447,5.73609038296346,5.6105896627489,1.28942856088394,974.892195423115,2138.21560915377,1026.00293247499
"1382",78,1488,245,141,502,1118,56,1674,159,565,1258,141,8.04328659940716,7.2644252133865,6.01390097018055,1.28962688347427,1093.95671340059,2172.08657319881,1035.44148074424
"1383",71,1515,267,147,445,1069,55,1515,147,445,1069,163,8.96152998078935,8.43289738727373,6.22253283853235,1.29426535034773,1092.03847001921,2240.92305996158,1063.23234333269
"1384",88,1448,274,153,550,1029,64,1448,153,550,1029,165,6.85067066270533,8.43289738727373,7.32437126958854,1.28705211886521,1014.14932933729,2194.70134132541,1042.17064455369
"1385",88,1425,289,136,572,1049,50,1425,136,572,1049,151,6.30059943216861,7.13390600864588,6.11996713095119,1.28279739944361,993.699400567831,2134.60119886434,1006.10172394457
"1386",96,1543,295,180,713,988,49,1534,179,709,982,146,4.61799769363253,9.81972142724818,6.81912554536376,1.26870090081055,1063.38200230637,2387.23599538727,1139.51335201242
"1387",94,1445,282,198,675,1037,45,1445,198,675,1037,121,5.69136086939904,7.30691985294074,6.11996713095119,1.28728418381546,959.308639130601,2332.3827217388,1115.7412679304
"1388",82,1361,273,147,545,1062,65,1361,147,545,1062,132,5.35858202568155,7.30691985294074,6.22253283853235,1.28279739944361,935.641417974319,2085.71716405136,987.98632739674
"1389",75,1418,239,161,489,1050,63,1427,162,492,1057,139,6.00442897728118,8.13805510424826,5.90404728706699,1.29247031988558,1011.99557102272,2152.00885795456,1031.58576618822
"1390",66,1325,264,125,492,1041,54,1333,126,495,1047,159,6.30059943216861,7.47218674771747,5.21491068822586,1.28751282136904,929.699400567831,1976.60119886434,931.63799183024
"1391",71,1376,289,185,512,1159,61,1376,185,512,1159,144,5.69136086939904,8.73718554460164,4.58258347960868,1.29112149541025,896.308639130601,2231.3827217388,1059.1145959801
"1392",83,1421,279,175,486,1075,48,1421,175,486,1075,146,7.35469423572852,9.91018177093124,5.79008038380534,1.2842478841083,959.645305764271,2239.70938847146,1064.51239491758
"1393",91,1490,187,10,240,437,51,1518,17,405,737,129,12.7933702907802,13.1827874293863,9.79221490019956,1.31345798427283,1280.20662970922,1732.58674058156,778.423127571096
"1394",114,1593,235,33,307,477,51,1518,50,465,722,137,12.731963604408,11.789461231501,9.63795405164364,1.31354673655248,1312.26803639559,1952.46392720882,887.778377261998
"1395",64,1256,130,22,396,694,51,1507,26,475,833,83,12.0294280582211,9.70402964628494,8.69083940502565,1.31339017073213,1091.97057194178,1476.05885611644,679.435470278399
"1396",54,1458,235,26,535,564,43,1776,32,652,687,137,11.6229285572275,13.3101262049703,10.3252680215769,1.31449174069657,1185.37707144277,1794.24585711446,816.03686839502
"1397",61,1429,113,6,52,101,72,1518,17,536.5,292,52,8.56798633634651,13.7292408391914,10.1894733603566,1.29412504909297,1301.43201366365,1577.13597267269,708.787645359731
"1398",59,1547,237,39,490,504,56,1816,46,575,592,128,14.3775443302685,11.2452856857313,10.3252680215769,1.30913979062441,1256.62245566973,1929.75508866054,883.335624452176
"1399",87,1373,233,22,401,562,43,1660,27,485,679,105,11.2697446305722,10.728873241966,10.0670429266785,1.3062874681476,1106.73025536943,1694.53948926114,765.244163555465
"1400",99,1453,209,29,335,588,51,1559,31,359,631,97,12.7933702907802,10.3780773563833,9.06992097327894,1.30525461102831,1202.20662970922,1774.58674058156,807.932493085007
"1401",77,1335,177,25,391,674,43,1451,27,425,743,96,10.5959358208692,11.1600401229877,7.46595899156733,1.3062874681476,1122.40406417913,1608.19187164174,735.61309556073
"1402",97,1453,178,18,355,673,51,1559,19,381,797,74,11.828416715834,10.9671436496864,10.0670429266785,1.3051150662689,1245.17158328417,1708.65683343167,776.508724831341
"1403",77,1377,164,16,333,496,51,1507,18,365,659,86,11.1244573836429,11.2957392291349,10.3252680215769,1.30802373774408,1185.87554261636,1611.24891476729,732.121885600309
"1404",54,1252,149,14,303,871,42,1317,15,319,915,82,9.51529089639493,11.5882370882677,8.76477005242564,1.30763744715208,1079.48470910361,1462.03058179279,664.146642903577
"1405",94,1345,176,21,498,550,56,1443,23,534,735,102,11.6229285572275,12.5377202867124,10.1894733603566,1.30578876165686,1136.37707144277,1607.24585711446,735.194834150759
"1406",81,1464,203,27,525,447,42,1560,29,560,467,106,13.0352521634877,12.2398942334673,8.04131918839688,1.30712118579565,1220.96474783651,1774.07050432698,811.657119588656
"1407",53,1407,179,19,493,450,43,1500,20,525,402,82,11.8959051597875,11.8946326669017,10.1894733603566,1.30898053037906,1197.10409484021,1666.79181031958,760.880448397038
"1408",61,1241,166,9,573,662,42,1331,10,615,710,101,9.05669882767857,11.1772070300911,10.0670429266785,1.30578876165686,1056.94330117232,1452.11339765536,660.737090787177
"1409",74,1203,157,13,607,748,51,1265,14,639,787,98,9.69132887728342,11.9094840019127,10.3252680215769,1.30188066260978,1023.30867112272,1418.38265775457,649.38440619764
