"","target","bat_h","bat_2b","bat_3b","bat_hr","bat_bb","bat_so","bas_sb","bas_cs","bat_hbp","p_h","p_hr","p_bb","p_so","f_e","f_dp","bat_1b","total_bases","saber"
"1119",82,1475,242,74,70,590,540,86,49,0,1562,74,625,572,230,120,1089,2075,939.916814533399
"1120",84,1560,256,82,76,436,546,48,49,0,1663,81,465,582,199,164,1146,2208,996.046450277376
"1121",85,1618,311,62,116,408,604,64,49,0,1702,122,429,635,191,178,1129,2401,1095.17469182739
"1122",69,1496,237,54,66,420,480,87,49,0,1584,70,445,508,187,127,1139,2039,928.894296431663
"1123",74,1584,249,66,62,455,551,64,49,0,1677,66,482,583,199,155,1207,2151,973.804791795597
"1124",70,1597,277,45,35,410,482,58,49,0,1680,37,431,507,212,113,1240,2069,926.685435902995
"1125",66,1483,273,56,39,497,617,73,49,0,1570,41,526,653,229,134,1115,1985,886.491871246039
"1126",75,1437,245,86,66,664,669,72,49,0,1562,72,722,727,171,161,1040,2052,922.224927859059
"1127",89,1504,281,60,83,597,677,62,49,0,1592,88,632,717,186,166,1080,2154,978.989695615314
"1128",93,1505,271,74,98,553,604,59,49,0,1594,104,586,640,194,116,1062,2218,1008.13833992095
"1129",105,1572,301,73,106,631,563,38,49,0,1654,112,664,592,170,131,1092,2337,1061.98029282564
"1130",86,1529,278,37,41,614,447,61,49,0,1619,43,650,473,177,145,1173,2004,905.385968583053
"1131",66,1525,268,54,59,511,474,47,49,0,1604,62,538,499,207,118,1144,2078,939.997691629888
"1132",92,1544,270,75,60,662,457,79,49,0,1624,63,696,481,242,151,1139,2144,964.571295532355
"1133",100,1429,242,69,57,718,597,104,49,0,1484,59,746,620,181,160,1061,1980,894.982532629761
"1134",99,1502,254,53,87,770,590,93,49,0,1580,92,810,621,136,173,1108,2123,978.106841124735
"1135",88,1465,269,57,96,632,720,120,49,0,1541,101,665,757,168,159,1043,2136,978.276299370203
"1136",102,1554,248,49,160,671,600,123,49,0,1635,168,706,631,130,170,1097,2380,1120.65950210735
"1137",94,1537,260,48,204,639,665,81,49,0,1617,215,672,700,134,193,1025,2505,1183.66320080289
"1138",100,1559,257,38,190,622,670,92,72,0,1609,196,642,691,132,198,1074,2462,1168.11109560256
"1139",102,1461,211,34,162,702,740,95,52,0,1547,172,743,784,111,179,1054,2226,1063.8149952845
"1140",110,1608,288,62,219,689,722,95,49,0,1692,230,725,760,124,169,1039,2677,1254.56265416971
"1141",97,1492,259,59,196,667,657,48,41,0,1570,206,702,691,136,145,978,2457,1152.31233976156
"1142",104,1489,244,47,213,714,760,84,59,0,1577,226,756,805,141,165,985,2466,1170.57220791523
"1143",98,1383,223,38,188,683,776,68,39,0,1455,198,718,816,117,157,934,2246,1069.45026612943
"1144",88,1394,198,40,155,579,892,63,36,0,1466,163,609,938,134,143,1001,2137,1016.83489604186
"1145",75,1364,175,53,181,521,894,77,49,0,1435,190,548,940,153,208,955,2188,1043.09082565788
"1146",91,1412,204,48,154,614,925,87,53,0,1466,160,638,961,118,160,1006,2174,1029.31961939791
"1147",86,1402,227,40,133,556,880,100,56,0,1475,140,585,926,130,149,1002,2108,990.648877624268
"1148",94,1429,203,42,165,627,837,90,47,0,1503,174,660,880,143,170,1019,2211,1053.16427992163
"1149",100,1483,189,64,137,562,870,194,42,0,1456,135,552,854,188,141,1093,2211,1039.71817681943
"1150",99,1361,178,34,110,453,867,124,70,0,1361,110,453,867,158,129,1039,1937,916.464343129829
"1151",80,1375,180,39,79,438,893,141,60,0,1375,79,438,893,170,126,1077,1870,872.007065336509
"1152",97,1329,193,32,78,492,891,172,77,0,1329,78,492,891,134,135,1026,1820,848.909999886249
"1153",95,1399,201,27,108,430,830,94,64,0,1399,108,430,830,133,128,1063,1978,933.252090139233
"1154",73,1285,203,38,82,485,881,56,47,0,1285,82,485,881,160,144,962,1810,839.911805358266
"1155",76,1234,202,36,67,439,980,57,43,0,1234,67,439,980,144,144,929,1709,787.253475851394
"1156",85,1405,185,52,97,484,823,80,51,0,1405,97,484,823,109,130,1071,1985,926.3294426973
"1157",88,1524,234,67,88,544,846,139,57,0,1533,89,547,851,134,136,1135,2156,988.58472479901
"1158",89,1469,213,38,95,489,755,76,40,0,1469,95,489,755,131,159,1123,2043,953.933264617129
"1159",89,1410,186,41,102,502,821,86,41,0,1474,107,525,858,169,152,1081,1984,932.621570677699
"1160",96,1482,220,29,111,500,800,110,50,0,1491,112,503,805,126,167,1122,2093,985.411240393713
"1161",102,1511,231,34,139,597,820,149,75,0,1511,139,597,820,157,122,1107,2227,1053.4671276335
"1162",88,1355,217,31,118,611,825,138,52,0,1355,118,611,825,127,106,989,1988,937.235586061677
"1163",92,1371,200,34,91,486,744,144,55,0,1371,91,486,744,128,154,1046,1912,894.450867429019
"1164",98,1484,223,28,191,588,896,114,62,0,1484,191,588,896,124,160,1042,2336,1120.49569239012
"1165",95,1435,251,27,149,610,818,137,52,0,1435,149,610,818,140,138,1008,2187,1033.70465276122
"1166",79,1443,220,24,183,556,834,106,46,0,1443,183,556,834,118,123,1016,2260,1084.29444029932
"1167",91,1453,208,24,147,489,841,122,72,0,1444,146,486,836,122,148,1074,2150,1026.90023079166
"1168",93,1449,196,29,121,487,810,108,68,0,1518,178,717,1193,128,149,1103,2066,980.577760409911
"1169",88,1487,222,32,138,528,804,151,56,0,1487,138,528,804,139,131,1095,2187,1035.95936756097
"1170",91,1358,197,34,146,541,925,166,76,0,1358,146,541,925,168,132,981,2061,980.861698958979
"1171",79,1316,213,23,102,488,829,109,69,0,1316,102,488,829,163,146,978,1881,884.538855341154
"1172",95,1434,226,28,129,539,846,136,58,0,1434,129,539,846,166,131,1051,2103,994.074236938691
"1173",73,1389,236,23,125,445,923,128,59,0,1389,125,445,923,155,144,1005,2046,963.710354505549
"1174",95,1354,218,25,100,440,953,132,46,0,1362,101,443,959,143,127,1011,1922,900.938140150016
"1175",78,1329,244,17,90,513,896,82,55,0,1346,91,519,907,119,155,978,1877,875.262502562852
"1176",86,1436,222,27,129,538,952,141,65,0,1436,129,538,952,130,123,1058,2099,993.689848994962
"1177",93,1366,191,29,108,583,957,126,68,0,1366,108,583,957,123,126,1038,1939,918.385751880528
"1178",63,1333,201,34,72,503,899,142,78,0,1333,72,503,899,173,136,1026,1818,843.513196238151
"1179",81,1458,234,28,130,492,937,126,61,0,1458,130,492,937,132,141,1066,2138,1008.60730148555
"1180",82,1499,227,41,163,520,976,105,53,0,1518,232,739,1387,125,148,1068,2297,1088.01937075198
"1181",90,1396,215,33,150,516,1190,124,40,0,1396,150,516,1190,125,143,998,2127,1009.37793765675
"1182",88,1488,242,33,174,498,1079,131,64,0,1488,174,498,1079,116,104,1039,2318,1099.78394634766
"1183",83,1374,209,27,159,447,1056,137,53,0,1374,159,447,1056,134,154,979,2114,1008.22528157069
"1184",77,1480,253,23,187,594,1030,167,68,0,1480,187,594,1030,137,134,1017,2340,1116.14278126562
"1185",86,1408,265,28,211,668,1083,95,42,51,1408,211,668,1083,135,151,904,2362,1121.81488377319
"1186",86,1399,264,27,206,519,1062,89,42,56,1399,206,519,1062,116,138,902,2335,1107.00095162247
"1187",92,1464,286,29,155,428,940,96,37,53,1464,155,428,940,90,134,994,2273,1063.38672187295
"1188",85,1328,260,25,124,407,985,80,36,72,1328,124,407,985,119,164,919,2010,937.394177746627
"1189",71,1374,284,21,149,541,1094,58,35,67,1374,149,541,1094,106,141,920,2147,1006.36959288054
"1190",88,1552,307,58,153,601,959,128,49,51,1552,153,601,959,115,174,1034,2434,1123.07920796863
"1191",74,1573,167,34,15,59,241,101,49,0,1518,37,536.5,592,156,108,1357,1853,829.567778089066
"1192",95,1779,203,97,24,157,378,101,49,0,1518,65,424,1021,721,100,1455,2248,994.902533187281
"1193",87,1488,190,107,23,234,509,101,49,0,1518,38,391,850,787,149,1168,1961,860.072179496225
"1194",102,1506,228,104,26,219,612,101,49,0,1518,39,329,918,639,149,1148,2020,882.361162525714
"1195",77,1426,182,120,27,220,648,101,49,0,2063,39,318,937,665,149,1097,1929,842.408889182486
"1196",79,1541,217,105,24,488,665,241,49,0,1836,29,581,792,706,149,1195,2040,898.105388558314
"1197",91,1691,231,117,32,519,424,555,49,0,2014,38,618,505,684,149,1311,2252,994.451618409836
"1198",58,1412,220,80,17,386,725,382,49,0,1694,20,463,870,731,149,1095,1843,809.638651619493
"1199",32,1466,200,88,26,376,612,238,49,0,1721,31,441,718,686,149,1152,1920,850.254004276005
"1200",108,1608,191,80,18,503,565,419,49,0,1973,22,617,693,466,149,1319,2013,897.597572127127
"1201",64,1475,154,82,20,524,559,272,49,0,1744,24,620,661,542,149,1219,1853,830.043791979539
"1202",67,1287,142,65,19,461,541,293,49,0,1372,20,491,577,500,149,1061,1616,725.637732802714
"1203",65,1536,229,95,25,629,397,263,49,0,1991,32,536.5,515,425,149,1187,2030,898.083860874198
"1204",45,1503,216,110,52,436,454,270,49,0,1873,65,543,566,533,149,1125,2095,930.842981618525
"1205",43,1632,211,90,42,428,399,193,49,0,2018,52,529,493,590,149,1289,2149,962.927618321442
"1206",47,1480,176,99,46,459,528,241,49,0,1830,57,568,653,587,149,1159,1992,893.965572821596
"1207",65,1492,199,87,50,461,565,243,49,0,1859,62,574,704,492,149,1156,2015,906.587716058228
"1208",75,1490,161,76,34,402,460,252,49,0,1599,36,431,494,410,149,1219,1905,859.192713561218
"1209",80,1582,205,72,43,465,400,248,49,0,1686,46,496,426,407,149,1262,2060,930.363474020837
"1210",34,1450,209,54,7,34,81,34,20,0,1518,47,536.5,547,156,149,1789,2397,1062.63808944078
"1211",0,891,135,0,0,0,0,0,0,0,1518,0,536.5,0,156,149,756,1026,452.594202898551
"1212",64,1276,179,27,125,626,1015,167,59,0,1276,125,626,1015,167,149,945,1884,899.913609487851
"1213",65,1305,202,24,126,592,985,91,73,0,1305,126,592,985,136,142,953,1933,919.127312861131
"1214",69,1195,161,23,105,546,930,83,53,0,1202,106,549,936,139,153,906,1717,819.382221761507
"1215",68,1250,173,23,91,490,901,66,59,0,1298,95,509,936,144,151,963,1742,824.053415718352
"1216",74,1399,229,40,145,563,977,110,66,0,1399,145,563,977,145,167,985,2143,1009.31020024358
"1217",68,1343,242,34,146,553,922,65,64,0,1343,146,553,922,180,162,921,2091,982.845830908241
"1218",66,1334,171,38,89,514,915,62,61,0,1342,90,517,921,153,161,1036,1848,868.442205023179
"1219",67,1425,255,46,125,443,862,85,67,0,1425,125,443,862,139,165,999,2147,995.790422603481
"1220",93,1530,265,38,173,520,805,95,53,0,1530,173,520,805,150,144,1054,2390,1126.36683417085
"1221",96,1562,293,41,186,552,750,101,53,0,1572,187,555,755,128,154,1042,2495,1170.55219846541
"1222",86,1555,298,36,203,455,745,131,56,0,1555,203,455,745,147,189,1018,2534,1191.49252231918
"1223",92,1428,257,30,143,446,685,58,54,0,1518,213,663,1018,117,201,998,2174,1020.46852453599
"1224",95,1599,277,41,216,484,714,84,52,0,1599,216,484,714,125,185,1065,2606,1232.7374572663
"1225",87,1556,281,57,132,475,665,101,49,0,1556,132,475,665,113,162,1086,2347,1083.27446403247
"1226",71,1476,252,44,102,465,751,69,34,0,1485,103,468,756,143,154,1078,2122,981.184475721948
"1227",77,1402,257,38,128,533,992,101,50,0,1411,129,536,998,147,147,979,2119,987.655795339977
"1228",91,1552,272,46,163,598,1040,176,74,0,1552,163,598,1040,145,155,1071,2405,1127.15449765614
"1229",87,1409,258,26,113,439,911,159,55,0,1409,113,439,911,120,146,1012,2058,959.644286849764
"1230",81,1415,235,32,126,455,791,165,62,0,1415,126,455,791,155,164,1022,2092,982.157294031549
"1231",74,1408,247,36,128,519,821,164,72,0,1408,128,519,821,149,152,997,2111,987.41086129367
"1232",83,1523,247,53,116,556,802,106,68,0,1523,116,556,802,118,176,1107,2224,1032.35055660927
"1233",75,1472,335,30,139,587,958,83,52,0,2074,196,536.5,1350,120,183,968,2284,1054.35273272462
"1234",73,1495,280,47,144,565,900,118,45,0,1682,162,636,1013,118,209,1024,2301,1069.351791428
"1235",80,1578,304,40,178,624,986,101,48,0,1578,178,624,986,134,180,1056,2496,1168.7437385029
"1236",78,1424,296,27,136,497,973,104,55,0,1433,137,500,979,126,172,965,2182,1014.76730673157
"1237",74,1439,266,17,152,532,1039,81,59,0,1439,152,532,1039,110,192,1004,2195,1038.37388499131
"1238",74,1533,301,30,166,662,1072,82,33,0,1543,167,666,1079,128,143,1036,2392,1122.72999805792
"1239",73,1366,297,25,177,620,1245,72,44,61,1366,177,620,1245,118,187,867,2244,1051.65897074003
"1240",68,1378,273,30,209,488,1399,66,36,72,1378,209,488,1399,103,156,866,2338,1102.97408582592
"1241",56,1369,269,29,139,500,1125,94,50,55,1369,139,500,1125,103,154,932,2113,987.332613981358
"1242",68,1423,266,24,196,547,1221,99,39,71,1423,196,547,1221,114,142,937,2325,1103.49090610074
"1243",67,1366,297,32,136,543,1320,139,40,68,1374,137,546,1328,118,133,901,2135,988.552927845502
"1244",81,1413,327,19,175,531,1162,79,34,73,1413,175,531,1162,119,139,892,2303,1074.88696483505
"1245",75,1400,301,20,180,502,1233,71,37,82,1400,180,502,1233,117,126,899,2281,1071.13008584324
"1246",74,1562,233,101,40,434,414,155,49,0,1903,49,529,504,393,118,1188,2117,937.807698589862
"1247",73,1594,312,79,56,392,353,144,49,0,1899,67,467,420,376,83,1147,2232,989.313611486128
"1248",51,1261,203,85,20,304,547,155,49,0,1491,24,359,647,310,102,953,1694,740.015183165562
"1249",69,1203,207,73,24,320,750,181,49,0,1291,26,343,813.5,342,82,899,1628,714.566337651743
"1250",59,1274,156,70,28,330,750,252,49,0,1376,30,356,813.5,295,84,1020,1654,740.359463563243
"1251",53,1334,144,62,13,418,750,239,49,0,1431,14,448,813.5,332,74,1115,1641,734.11574968246
"1252",45,1185,159,44,10,342,750,145,49,0,1263,11,365,813.5,298,107,972,1462,651.232574349442
"1253",71,1261,156,49,10,482,750,206,49,0,1353,11,517,813.5,283,106,1046,1545,691.655942451831
"1254",67,1376,167,57,17,490,750,226,49,0,1447,18,515,813.5,322,95,1135,1708,766.654103421492
"1255",97,1383,215,92,21,503,750,292,49,0,1474,22,536,813.5,317,98,1055,1845,810.47092227632
"1256",95,1348,164,85,20,463,626,302,49,0,1418,21,487,659,276,128,1079,1742,773.752976134025
"1257",85,1310,185,85,19,494,673,231,171,0,1378,20,520,708,265,122,1021,1722,760.318852470968
"1258",90,1297,161,84,13,485,573,197,112,0,1373,14,514,607,244,107,1039,1665,735.931108006413
"1259",80,1311,180,64,13,566,632,196,49,0,1388,14,599,669,246,126,1054,1658,738.210313208072
"1260",78,1311,183,74,4,529,608,176,49,0,1388,4,560,644,266,134,1050,1654,727.310252080841
"1261",91,1448,197,62,5,476,457,173,49,0,1833,6,602,578,286,120,1184,1784,789.050726932343
"1262",65,1433,205,73,28,481,591,164,49,0,1658,32,557,684,263,100,1127,1868,833.514873631427
"1263",72,1626,248,86,38,461,579,172,122,0,1733,41,491,617,247,101,1254,2160,961.288159919626
"1264",85,1554,254,102,44,489,500,118,70,0,1645,47,518,529,248,162,1154,2144,947.861164281664
"1265",73,1467,241,80,47,482,465,99,57,0,1543,49,507,489,211,169,1099,2009,896.862584781195
"1266",79,1520,237,98,28,563,474,108,71,0,1609,30,596,502,226,193,1157,2037,898.285234455805
"1267",97,1639,268,93,23,540,412,121,92,0,1724,24,568,433,180,157,1255,2162,951.022345215422
"1268",103,1692,269,76,60,572,458,144,94,0,1815,64,614,491,185,178,1287,2293,1034.35425057981
"1269",87,1647,264,105,46,599,399,132,96,0,1779,50,647,431,199,139,1232,2259,1002.0629971681
"1270",89,1629,282,92,31,524,378,140,55,0,1714,33,551,398,204,131,1224,2188,963.499718107573
"1271",79,1588,291,98,42,506,410,116,62,0,1670,44,532,431,189,154,1157,2201,968.261103227052
"1272",76,1540,260,70,51,593,426,92,65,0,1641,54,632,454,204,166,1159,2093,940.678211916716
"1273",99,1704,316,103,60,565,461,106,70,0,1793,63,594,485,163,158,1225,2406,1065.09975809654
"1274",97,1670,324,98,52,506,483,76,67,0,1757,55,532,508,149,156,1196,2346,1033.32490134974
"1275",98,1646,319,105,64,531,465,74,49,0,1732,67,559,489,131,165,1158,2367,1044.79208600486
"1276",106,1690,299,92,64,574,421,69,53,0,1801,68,612,449,142,159,1235,2365,1055.94100532618
"1277",70,1611,296,75,54,608,476,50,45,0,1717,58,648,507,172,178,1186,2219,991.907456164921
"1278",71,1685,270,101,34,631,430,57,39,0,1784,36,668,455,181,197,1280,2259,999.114269950715
"1279",77,1651,259,89,50,626,533,65,37,0,1748,53,663,564,180,192,1253,2238,1002.13114259812
"1280",80,1719,298,77,91,615,407,70,40,0,1844,98,660,437,192,192,1253,2444,1109.72813452222
"1281",69,1581,265,84,47,583,490,100,50,0,1685,50,621,522,218,178,1185,2155,961.491990099818
"1282",67,1528,280,70,55,492,530,99,42,0,1607,58,518,558,202,175,1123,2113,945.152675709729
"1283",74,1580,270,84,55,494,513,83,38,0,1662,58,520,540,198,178,1171,2183,974.708079239262
"1284",67,1463,240,53,43,623,575,105,31,0,1570,46,668,617,238,143,1127,1938,876.230391207813
"1285",89,1406,259,53,50,641,613,150,58,0,1489,53,679,649,190,154,1044,1921,866.62067953888
"1286",67,1458,196,44,35,494,502,134,62,0,1534,37,520,528,229,164,1183,1847,839.644094801832
"1287",92,1446,207,66,28,573,514,116,68,0,1521,29,603,541,193,130,1145,1869,838.159023192251
"1288",67,1298,196,50,44,552,562,56,54,0,1365,46,581,591,149,159,1008,1726,784.976655857724
"1289",59,1318,215,79,33,601,606,80,51,0,1396,35,636,642,163,152,991,1790,795.796513430363
"1290",53,1399,218,43,85,624,521,48,35,0,1472,89,656,548,169,177,1053,1958,908.772901209822
"1291",70,1436,200,56,80,706,637,44,26,0,1511,84,743,670,176,190,1100,1988,921.400854199082
"1292",65,1472,255,47,57,589,542,47,40,0,1548,60,620,570,168,156,1113,1992,905.606757025022
"1293",81,1443,245,56,74,635,644,69,38,0,1538,79,677,686,128,184,1068,2022,924.116316018758
"1294",69,1359,198,73,85,642,756,39,22,0,1430,89,675,795,144,181,1003,1958,899.004426345609
"1295",56,1343,187,57,84,566,688,26,34,0,1413,88,595,724,162,179,1015,1896,878.161852342327
"1296",62,1370,208,65,118,726,923,39,36,0,1441,124,764,971,177,182,979,2062,959.317815482622
"1297",64,1304,169,40,127,502,790,23,43,0,1372,134,528,831,124,171,968,1934,918.65798871195
"1298",66,1268,182,34,171,544,927,54,36,0,1334,180,572,975,170,147,881,2031,972.658570541862
"1299",77,1350,216,45,155,614,929,55,45,0,1420,163,646,977,174,167,934,2121,1000.88074405513
"1300",71,1370,218,41,169,604,851,48,44,0,1387,171,612,862,176,152,942,2177,1031.99337317568
"1301",91,1445,215,39,185,649,823,33,20,0,1445,185,649,823,129,173,1006,2293,1094.78216536085
"1302",92,1417,224,35,226,550,918,32,14,0,1426,227,553,924,145,141,932,2389,1143.20037895269
"1303",79,1413,227,46,221,553,1019,46,22,0,1413,221,553,1019,145,131,919,2395,1137.92227017599
"1304",89,1341,219,33,144,513,844,67,42,0,1341,144,513,844,139,118,945,2058,972.881956725668
"1305",91,1309,216,48,131,512,976,55,37,0,1309,131,512,976,132,123,914,2014,941.330866200946
"1306",79,1274,207,41,105,445,966,98,54,0,1274,105,445,966,170,117,921,1878,875.171642527703
"1307",97,1520,246,32,163,599,906,115,70,0,1520,163,599,906,150,177,1079,2319,1099.91756742774
"1308",98,1438,230,41,153,501,905,57,52,0,1438,153,501,905,123,130,1014,2209,1041.55265075204
"1309",75,1424,199,31,117,518,857,67,45,0,1442,118,524,868,118,136,1077,2036,963.739296438466
"1310",81,1343,191,33,98,503,952,56,43,0,1413,103,529,1001,167,140,1021,1894,890.607295892429
"1311",81,1521,240,44,120,598,954,87,46,0,1521,120,598,954,139,147,1117,2209,1033.09495700542
"1312",82,1530,190,37,111,520,791,74,45,0,1530,111,520,791,151,164,1192,2127,1005.58275652029
"1313",77,1525,219,29,123,574,760,83,49,0,1554,125,585,774,172,150,1154,2171,1027.90542966204
"1314",85,1526,222,51,81,550,714,146,75,0,1526,81,550,714,172,182,1172,2093,966.724739565003
"1315",85,1598,275,60,124,566,759,106,65,0,1608,125,570,764,145,185,1139,2365,1092.25422591897
"1316",77,1477,254,46,100,439,707,62,46,0,1486,101,442,711,147,193,1077,2123,979.2386092553
"1317",61,1314,218,54,70,409,739,51,40,0,1953,104,608,1098,138,153,972,1850,843.315139273803
"1318",60,1427,234,44,148,474,887,38,33,0,1427,148,474,887,105,162,1001,2193,1029.59777996094
"1319",70,1463,280,41,141,467,802,44,29,0,1463,141,467,802,118,170,1001,2248,1044.48813438099
"1320",81,1473,259,33,114,437,735,39,30,0,1473,114,437,735,120,134,1067,2140,996.11809255837
"1321",85,1422,258,35,196,523,898,113,65,0,1422,196,523,898,98,147,933,2338,1105.26819627836
"1322",91,1508,294,31,151,528,832,107,63,0,1508,151,528,832,83,155,1032,2317,1082.94283566165
"1323",80,1542,278,35,117,478,743,111,53,0,1542,117,478,743,107,141,1112,2241,1040.94946974423
"1324",74,1458,281,39,100,445,749,96,53,0,1458,100,445,749,101,161,1038,2117,973.062036173322
"1325",95,1557,270,42,140,526,747,107,68,0,1557,140,526,747,94,161,1105,2331,1088.87560016014
"1326",90,1544,275,27,104,527,834,123,74,0,1544,104,527,834,94,155,1138,2185,1016.16002943011
"1327",71,1480,261,27,121,493,850,83,59,0,1480,121,493,850,100,160,1071,2158,1009.9823671465
"1328",76,1566,343,33,148,515,910,135,43,0,1518,212,738,1305,108,142,1042,2419,1117.96794726903
"1329",63,1573,304,38,135,530,1031,118,64,0,1770,152,596,1160,113,159,1096,2358,1094.26746449556
"1330",78,1633,332,47,118,576,958,143,53,0,1633,118,576,958,94,142,1136,2413,1106.57958686553
"1331",68,1522,305,40,132,495,1121,151,52,0,1522,132,495,1121,100,170,1045,2303,1064.52036918755
"1332",70,1499,285,32,115,506,915,112,54,0,1499,115,506,915,108,135,1067,2193,1017.1597193816
"1333",69,1516,325,49,116,556,1021,90,45,35,1516,116,556,1021,102,155,1026,2287,1044.32436899669
"1334",85,1514,328,38,164,495,1083,146,67,64,1514,164,495,1083,108,121,984,2410,1116.10489870819
"1335",95,1527,350,36,168,475,1096,79,62,56,1536,169,478,1103,74,125,973,2453,1132.29828346377
"1336",90,1567,318,45,155,512,1027,94,44,63,1567,155,512,1027,87,114,1049,2440,1129.53642141227
"1337",92,1494,310,24,191,513,982,116,46,64,1494,191,513,982,101,158,969,2425,1139.92268671894
"1338",83,1441,269,32,134,485,978,102,44,59,1441,134,485,978,102,171,1006,2176,1016.1911926728
"1339",96,1608,275,34,143,490,872,101,42,50,1608,143,490,872,84,135,1156,2380,1116.09545431776
"1340",95,1494,261,68,59,482,513,212,49,0,1518,266,536.5,813.5,522,149,1106,2068,929.863934069247
"1341",41,1490,176,54,5,186,578,101,49,0,1518,14,502,1561,156,86,1255,1789,790.605282595508
"1342",108,1188,338,0,0,270,945,101,49,0,1518,0,536.5,813.5,716,149,850,1526,658.933554055087
"1343",93,1561,244,95,35,498,679,289,49,0,1653,37,527,719,291,120,1187,2100,929.366618662838
"1344",85,1367,224,85,18,467,586,196,49,0,1457,19,498,625,255,132,1040,1815,795.480306639115
"1345",24,1289,145,41,7,45,0,101,49,0,1518,24,536.5,0,156,149,1096,1537,680.521095675662
"1346",79,1450,211,103,5,162,74,226,49,0,1518,25,795,363,156,149,1659,2410,1057.07084848353
"1347",102,1450,258,39,12,165,156,168,63,0,1518,36,495,468,156,149,1695,2376,1056.90788596975
"1348",89,1450,205,125,15,128,67,46,15,0,1518,46,391,205,156,149,1556,2401,1051.30370839706
"1349",105,1767,249,77,20,95,0,101,49,0,1518,50,536.5,0,156,149,1421,2230,982.229508475599
"1350",71,1491,200,57,17,50,0,101,49,0,1518,41,536.5,0,156,149,1217,1856,820.585807686884
"1351",92,1723,252,120,82,601,450,286,49,0,1518,101,743,556,555,149,1269,2461,1105.51006872073
"1352",41,1334,168,41,141,624,1003,60,49,0,1351,143,632,1016,213,169,984,2007,958.773086611999
"1353",51,1168,156,35,96,457,1078,41,52,0,1168,96,457,1078,208,151,881,1682,793.852561986205
"1354",50,1202,203,27,107,392,1129,28,42,0,1202,107,392,1129,169,153,865,1780,835.01404107342
"1355",66,1294,188,35,99,449,998,55,46,0,1302,100,452,1004,160,172,972,1849,867.809001324241
"1356",61,1288,178,23,83,362,981,58,44,0,1288,83,362,981,157,147,1004,1761,827.329210166168
"1357",73,1252,178,30,81,379,1203,72,45,0,1252,81,379,1203,133,142,963,1733,810.351976788152
"1358",100,1311,184,41,109,527,1089,66,43,0,1311,109,527,1089,122,146,977,1904,896.212723239999
"1359",83,1358,211,42,120,684,1062,118,54,0,1358,120,684,1062,124,136,985,2013,946.729870282516
"1360",86,1198,182,32,109,612,1028,43,43,0,1244,113,636,1068,120,127,875,1771,837.401448055713
"1361",83,1353,199,24,86,543,810,27,22,0,1361,87,546,815,127,141,1044,1858,872.874406461705
"1362",71,1286,183,22,96,597,735,43,23,0,1286,96,597,735,158,150,985,1801,853.915802649688
"1363",82,1430,217,34,101,501,805,32,26,0,1430,101,501,805,151,144,1078,2018,944.673291383357
"1364",86,1334,198,34,102,561,797,66,58,0,1334,102,561,797,131,116,1000,1906,896.181484944103
"1365",64,1319,227,30,88,529,887,98,81,0,1319,88,529,887,134,132,974,1870,869.387943474996
"1366",66,1332,227,47,86,549,829,100,77,0,1332,86,549,829,132,160,972,1911,880.636769540258
"1367",63,1399,255,41,74,498,817,135,79,0,1399,74,498,817,140,168,1029,1958,895.591891981194
"1368",67,1407,218,41,61,501,840,158,99,0,1407,61,501,840,154,132,1087,1890,867.367039064448
"1369",64,1365,214,55,90,478,948,162,66,0,1518,142,752,1491,204,140,1006,1959,903.068740469005
"1370",65,1361,227,26,97,456,1005,137,58,0,1361,97,456,1005,175,134,1011,1931,902.089340849832
"1371",90,1400,235,25,107,500,1001,149,54,0,1400,107,500,1001,129,154,1033,2006,940.324235681607
"1372",98,1425,239,35,134,546,872,117,53,0,1425,134,546,872,115,138,1017,2136,1004.00245982289
"1373",108,1462,261,31,148,631,968,118,48,0,1462,148,631,968,138,145,1022,2229,1049.67199964348
"1374",92,1499,287,34,192,592,1012,159,49,0,1499,192,592,1012,137,137,986,2430,1144.55512451739
"1375",101,1404,254,24,154,551,853,142,52,0,1422,156,558,864,116,129,972,2168,1024.78611945604
"1376",87,1351,280,21,147,504,934,158,53,0,1351,147,504,934,144,110,903,2114,990.208131119957
"1377",91,1410,278,21,172,536,851,110,33,0,1410,172,536,851,132,107,939,2246,1060.05746329784
"1378",77,1313,252,24,118,582,794,154,70,0,1321,119,586,799,144,113,919,1967,920.600270481194
"1379",72,1254,259,17,93,572,956,129,52,0,1254,93,572,956,116,134,885,1826,848.172431119672
"1380",59,1350,228,37,158,448,879,79,50,0,1350,158,448,879,156,143,927,2126,1002.51160251887
"1381",79,1385,235,30,168,482,1157,36,37,0,1986,241,691,813.5,128,161,952,2184,1035.30181880206
"1382",78,1488,245,38,141,502,1118,65,44,0,1674,159,565,1258,129,141,1064,2232,1048.74986398815
"1383",71,1515,267,47,147,445,1069,97,48,0,1515,147,445,1069,157,163,1054,2317,1079.7343028185
"1384",88,1448,274,28,153,550,1029,97,74,0,1448,153,550,1029,117,165,993,2237,1051.02465664313
"1385",88,1425,289,24,136,572,1049,62,46,0,1425,136,572,1049,101,151,976,2170,1013.66231518888
"1386",96,1543,295,14,180,713,988,149,61,0,1534,179,709,982,68,146,1054,2406,1143.3199861316
"1387",94,1445,282,20,198,675,1037,66,46,45,1445,198,675,1037,118,121,945,2361,1121.12656678875
